ID,Line
60994,"  Dudú had never passed for wanting sense,"
60995,"But being ""no orator as Brutus is,"""
60996,Could not at first expound what was amiss.
60997,"At length she said, that in a slumber sound"
60998,"  She dreamed a dream, of walking in a wood--"
60999,"A ""wood obscure,"" like that where Dante found"
61000,  Himself in at the age when all grow good;
61001,"Life's half-way house, where dames with virtue crowned"
61002,  Run much less risk of lovers turning rude;
61003,"And that this wood was full of pleasant fruits,"
61004,And trees of goodly growth and spreading roots;
61005,"And in the midst a golden apple grew,--"
61006,  A most prodigious pippin--but it hung
61007,Rather too high and distant; that she threw
61008,"  Her glances on it, and then, longing, flung"
61009,"Stones and whatever she could pick up, to"
61010,"  Bring down the fruit, which still perversely clung"
61011,"To its own bough, and dangled yet in sight,"
61012,But always at a most provoking height;
61013,"That on a sudden, when she least had hope,"
61014,  It fell down of its own accord before
61015,Her feet; that her first movement was to stoop
61016,"  And pick it up, and bite it to the core;"
61017,That just as her young lip began to ope
61018,"  Upon the golden fruit the vision bore,"
61019,"A bee flew out, and stung her to the heart,"
61020,And so--she woke with a great scream and start.
61021,All this she told with some confusion and
61022,"  Dismay, the usual consequence of dreams"
61023,"Of the unpleasant kind, with none at hand"
61024,  To expound their vain and visionary gleams.
61025,I've known some odd ones which seemed really planned
61026,"  Prophetically, or that which one deems"
61027,"A ""strange coincidence,"" to use a phrase"
61028,By which such things are settled now-a-days.
61029,"The damsels, who had thoughts of some great harm,"
61030,"  Began, as is the consequence of fear,"
61031,To scold a little at the false alarm
61032,  That broke for nothing on their sleeping ear.
61033,"The matron, too, was wroth to leave her warm"
61034,"  Bed for the dream she had been obliged to hear,"
61035,"And chafed at poor Dudù, who only sighed,"
61036,"And said, that she was sorry she had cried."
61037,"""I've heard of stories of a cock and bull;"
61038,"  But visions of an apple and a bee,"
61039,"To take us from our natural rest, and pull"
61040,"  The whole Oda from their beds at half-past three,"
61041,Would make us think the moon is at its full.
61042,"  You surely are unwell, child! we must see,"
61043,"To-morrow, what his Highness's physician"
61044,Will say to this hysteric of a vision.
61045,"""And poor Juanna, too, the child's first night"
61046,"  Within these walls, to be broke in upon"
61047,With such a clamour--I had thought it right
61048,"  That the young stranger should not lie alone,"
61049,"And, as the quietest of all, she might"
61050,"  With you, Dudù, a good night's rest have known:"
61051,But now I must transfer her to the charge
61052,"Of Lolah--though her couch is not so large."""
61053,Lolah's eyes sparkled at the proposition;
61054,"  But poor Dudù, with large drops in her own,"
61055,"Resulting from the scolding or the vision,"
61056,  Implored that present pardon might be shown
61057,"For this first fault, and that on no condition"
61058,  (She added in a soft and piteous tone)
61059,"Juanna should be taken from her, and"
61060,Her future dreams should be all kept in hand.
61061,"She promised never more to have a dream,"
61062,  At least to dream so loudly as just now;
61063,She wondered at herself how she could scream--
61064,"  'T was foolish, nervous, as she must allow,"
61065,"A fond hallucination, and a theme"
61066,"  For laughter--but she felt her spirits low,"
61067,And begged they would excuse her; she'd get over
61068,"This weakness in a few hours, and recover."
61069,"And here Juanna kindly interposed,"
61070,  And said she felt herself extremely well
61071,"Where she then was, as her sound sleep disclosed,"
61072,  When all around rang like a tocsin bell;
61073,She did not find herself the least disposed
61074,"  To quit her gentle partner, and to dwell"
61075,"Apart from one who had no sin to show,"
61076,"Save that of dreaming once ""mal-à-propos."""
61077,"As thus Juanna spoke, Dudù turned round"
61078,  And hid her face within Juanna's breast:
61079,"Her neck alone was seen, but that was found"
61080,  The colour of a budding rose's crest.
61081,"I can't tell why she blushed, nor can expound"
61082,  The mystery of this rupture of their test;
61083,"All that I know is, that the facts I state"
61084,"Are true as Truth has ever been of late,"
61085,"And so good night to them,--or, if you will,"
61086,"  Good morrow--for the cock had crown, and light"
61087,"Began to clothe each Asiatic hill,"
61088,  And the mosque crescent struggled into sight
61089,"Of the long caravan, which in the chill"
61090,  Of dewy dawn wound slowly round each height
61091,"That stretches to the stony belt, which girds"
61092,"Asia, where Kaff looks down upon the Kurds."
61093,"With the first ray, or rather grey of morn,"
61094,  Gulbeyaz rose from restlessness; and pale
61095,"As Passion rises, with its bosom worn,"
61096,"  Arrayed herself with mantle, gem, and veil."
61097,"The Nightingale that sings with the deep thorn,"
61098,"  Which fable places in her breast of wail,"
61099,Is lighter far of heart and voice than those
61100,Whose headlong passions form their proper woes.
61101,"And that's the moral of this composition,"
61102,  If people would but see its real drift;--
61103,"But _that_ they will not do without suspicion,"
61104,  Because all gentle readers have the gift
61105,Of closing 'gainst the light their orbs of vision:
61106,  While gentle writers also love to lift
61107,"Their voices 'gainst each other, which is natural,"
61108,The numbers are too great for them to flatter all.
61109,"Rose the Sultana from a bed of splendour,"
61110,"  Softer than the soft Sybarite's, who cried"
61111,Aloud because his feelings were too tender
61112,"  To brook a ruffled rose-leaf by his side,--"
61113,"So beautiful that Art could little mend her,"
61114,  Though pale with conflicts between Love and Pride;--
61115,"So agitated was she with her error,"
61116,She did not even look into the mirror.
61117,"Also arose about the self-same time,"
61118,"  Perhaps a little later, her great Lord,"
61119,"Master of thirty kingdoms so sublime,"
61120,  And of a wife by whom he was abhorred;
61121,A thing of much less import in that clime--
61122,  At least to those of incomes which afford
61123,The filling up their whole connubial cargo--
61124,Than where two wives are under an embargo.
61125,"He did not think much on the matter, nor"
61126,  Indeed on any other: as a man
61127,He liked to have a handsome paramour
61128,"  At hand, as one may like to have a fan,"
61129,"And therefore of Circassians had good store,"
61130,  As an amusement after the Divan;
61131,"Though an unusual fit of love, or duty,"
61132,Had made him lately bask in his bride's beauty.
61133,And now he rose; and after due ablutions
61134,"  Exacted by the customs of the East,"
61135,"And prayers and other pious evolutions,"
61136,"  He drank six cups of coffee at the least,"
61137,"And then withdrew to hear about the Russians,"
61138,  Whose victories had recently increased
61139,"In Catherine's reign, whom Glory still adores,"
61140,As greatest of all sovereigns and w----s.
61141,"But oh, thou grand legitimate Alexander!"
61142,"  Her son's son, let not this last phrase offend"
61143,"Thine ear, if it should reach--and now rhymes wander"
61144,"  Almost as far as Petersburgh, and lend"
61145,A dreadful impulse to each loud meander
61146,"  Of murmuring Liberty's wide waves, which blend"
61147,Their roar even with the Baltic's--so you be
61148,"Your father's son, 't is quite enough for me."
61149,"To call men love-begotten, or proclaim"
61150,"  Their mothers as the antipodes of Timon,"
61151,"That hater of Mankind, would be a shame,"
61152,"  A libel, or whate'er you please to rhyme on:"
61153,But people's ancestors are History's game;
61154,  And if one Lady's slip could leave a crime on
61155,"All generations, I should like to know"
61156,What pedigree the best would have to show?
61157,Had Catherine and the Sultan understood
61158,"  Their own true interests, which Kings rarely know,"
61159,"Until 't is taught by lessons rather rude,"
61160,"  There was a way to end their strife, although"
61161,"Perhaps precarious, had they but thought good,"
61162,  Without the aid of Prince or Plenipo:
61163,"She to dismiss her guards and he his Harem,"
61164,"And for their other matters, meet and share 'em."
61165,"But as it was, his Highness had to hold"
61166,  His daily council upon ways and means
61167,"How to encounter with this martial scold,"
61168,  This modern Amazon and Queen of queans;
61169,And the perplexity could not be told
61170,"  Of all the pillars of the State, which leans"
61171,Sometimes a little heavy on the backs
61172,Of those who cannot lay on a new tax.
61173,"Meantime Gulbeyaz when her King was gone,"
61174,"  Retired into her boudoir, a sweet place"
61175,"For love or breakfast; private, pleasing, lone,"
61176,  And rich with all contrivances which grace
61177,Those gay recesses:--many a precious stone
61178,"  Sparkled along its roof, and many a vase"
61179,"Of porcelain held in the fettered flowers,"
61180,Those captive soothers of a captive's hours.
61181,"Mother of pearl, and porphyry, and marble,"
61182,  Vied with each other on this costly spot;
61183,And singing birds without were heard to warble;
61184,  And the stained glass which lighted this fair grot
61185,Varied each ray;--but all descriptions garble
61186,"  The true effect, and so we had better not"
61187,"Be too minute; an outline is the best,--"
61188,A lively reader's fancy does the rest.
61189,"And here she summoned Baba, and required"
61190,"  Don Juan at his hands, and information"
61191,"Of what had passed since all the slaves retired,"
61192,  And whether he had occupied their station:
61193,"If matters had been managed as desired,"
61194,  And his disguise with due consideration
61195,"Kept up; and above all, the where and how"
61196,"He had passed the night, was what she wished to know."
61197,"Baba, with some embarrassment, replied"
61198,"  To this long catechism of questions, asked"
61199,"More easily than answered,--that he had tried"
61200,  His best to obey in what he had been tasked;
61201,"But there seemed something that he wished to hide,"
61202,  Which Hesitation more betrayed than masked;
61203,"He scratched his ear, the infallible resource"
61204,To which embarrassed people have recourse.
61205,"Gulbeyaz was no model of true patience,"
61206,  Nor much disposed to wait in word or deed;
61207,She liked quick answers in all conversations;
61208,  And when she saw him stumbling like a steed
61209,"In his replies, she puzzled him for fresh ones;"
61210,"  And as his speech grew still more broken-kneed,"
61211,"Her cheek began to flush, her eyes to sparkle,"
61212,And her proud brow's blue veins to swell and darkle.
61213,"When Baba saw these symptoms, which he knew"
61214,"  To bode him no great good, he deprecated"
61215,"Her anger, and beseeched she'd hear him through--"
61216,  He could not help the thing which he related:
61217,"Then out it came at length, that to Dudù"
61218,"  Juan was given in charge, as hath been stated;"
61219,"But not by Baba's fault, he said, and swore on"
61220,"The holy camel's hump, besides the Koran."
61221,"The chief dame of the Oda, upon whom"
61222,"  The discipline of the whole Harem bore,"
61223,"As soon as they re-entered their own room,"
61224,"  For Baba's function stopped short at the door,"
61225,Had settled all; nor could he then presume
61226,"  (The aforesaid Baba) just then to do more,"
61227,Without exciting such suspicion as
61228,Might make the matter still worse than it was.
61229,"He hoped, indeed he thought, he could be sure,"
61230,  Juan had not betrayed himself; in fact
61231,"'T was certain that his conduct had been pure,"
61232,  Because a foolish or imprudent act
61233,"Would not alone have made him insecure,"
61234,"  But ended in his being found out and _sacked,_"
61235,And thrown into the sea.--Thus Baba spoke
61236,"Of all save Dudù's dream, which was no joke."
61237,"This he discreetly kept in the back ground,"
61238,"  And talked away--and might have talked till now,"
61239,"For any further answer that he found,"
61240,  So deep an anguish wrung Gulbeyaz' brow:
61241,"Her cheek turned ashes, ears rung, brain whirled round,"
61242,"  As if she had received a sudden blow,"
61243,And the heart's dew of pain sprang fast and chilly
61244,"O'er her fair front, like Morning's on a lily."
61245,"Although she was not of the fainting sort,"
61246,"  Baba thought she would faint, but there he erred--"
61247,"It was but a convulsion, which though short"
61248,"  Can never be described; we all have heard,"
61249,"And some of us have felt thus ""_all amort_"""
61250,  When things beyond the common have occurred;--
61251,Gulbeyaz proved in that brief agony
61252,What she could ne'er express--then how should I?
61253,She stood a moment as a Pythoness
61254,"  Stands on her tripod, agonized, and full"
61255,"Of inspiration gathered from distress,"
61256,  When all the heart-strings like wild horses pull
61257,"The heart asunder;--then, as more or less"
61258,"  Their speed abated or their strength grew dull,"
61259,"She sunk down on her seat by slow degrees,"
61260,And bowed her throbbing head o'er trembling knees.
61261,Her face declined and was unseen; her hair
61262,"  Fell in long tresses like the weeping willow,"
61263,"Sweeping the marble underneath her chair,"
61264,"  Or rather sofa (for it was all pillow,"
61265,"A low, soft ottoman), and black Despair"
61266,"  Stirred up and down her bosom like a billow,"
61267,Which rushes to some shore whose shingles check
61268,"Its farther course, but must receive its wreck."
61269,"Her head hung down, and her long hair in stooping"
61270,  Concealed her features better than a veil;
61271,"And one hand o'er the ottoman lay drooping,"
61272,"  White, waxen, and as alabaster pale:"
61273,Would that I were a painter! to be grouping
61274,  All that a poet drags into detail!
61275,Oh that my words were colours! but their tints
61276,May serve perhaps as outlines or slight hints.
61277,"Baba, who knew by experience when to talk"
61278,"  And when to hold his tongue, now held it till"
61279,"This passion might blow o'er, nor dared to balk"
61280,  Gulbeyaz' taciturn or speaking will.
61281,"At length she rose up, and began to walk"
61282,"  Slowly along the room, but silent still,"
61283,"And her brow cleared, but not her troubled eye;"
61284,"The wind was down, but still the sea ran high."
61285,"She stopped, and raised her head to speak-but paused"
61286,  And then moved on again with rapid pace;
61287,"Then slackened it, which is the march most caused"
61288,  By deep emotion:--you may sometimes trace
61289,"A feeling in each footstep, as disclosed"
61290,"  By Sallust in his Catiline, who, chased"
61291,"By all the demons of all passions, showed"
61292,Their work even by the way in which he trode.
61293,"Gulbeyaz stopped and beckoned Baba:--""Slave!"
61294,"  Bring the two slaves!"" she said in a low tone,"
61295,"But one which Baba did not like to brave,"
61296,"  And yet he shuddered, and seemed rather prone"
61297,"To prove reluctant, and begged leave to crave"
61298,  (Though he well knew the meaning) to be shown
61299,"What slaves her Highness wished to indicate,"
61300,"For fear of any error, like the late."
61301,"""The Georgian and her paramour,"" replied"
61302,"  The Imperial Bride--and added, ""Let the boat"
61303,Be ready by the secret portal's side:
61304,"  You know the rest."" The words stuck in her throat,"
61305,Despite her injured love and fiery pride;
61306,"  And of this Baba willingly took note,"
61307,"And begged by every hair of Mahomet's beard,"
61308,She would revoke the order he had heard.
61309,"""To hear is to obey,"" he said; ""but still,"
61310,"  Sultana, think upon the consequence:"
61311,It is not that I shall not all fulfil
61312,"  Your orders, even in their severest sense;"
61313,"But such precipitation may end ill,"
61314,  Even at your own imperative expense:
61315,"I do not mean destruction and exposure,"
61316,In case of any premature disclosure;
61317,"""But your own feelings. Even should all the rest"
61318,"  Be hidden by the rolling waves, which hide"
61319,Already many a once love-beaten breast
61320,  Deep in the caverns of the deadly tide--
61321,"You love this boyish, new, Seraglio guest,"
61322,  And if this violent remedy be tried--
61323,"Excuse my freedom, when I here assure you,"
61324,"That killing him is not the way to cure you."""
61325,"""What dost thou know of Love or feeling?--Wretch!"
61326,"  Begone!"" she cried, with kindling eyes--""and do"
61327,"My bidding!"" Baba vanished, for to stretch"
61328,  His own remonstrance further he well knew
61329,"Might end in acting as his own ""Jack Ketch;"""
61330,  And though he wished extremely to get through
61331,"This awkward business without harm to others,"
61332,He still preferred his own neck to another's.
61333,"Away he went then upon his commission,"
61334,  Growling and grumbling in good Turkish phrase
61335,"Against all women of whate'er condition,"
61336,  Especially Sultanas and their ways;
61337,"Their obstinacy, pride, and indecision,"
61338,"  Their never knowing their own mind two days,"
61339,"The trouble that they gave, their immorality,"
61340,Which made him daily bless his own neutrality.
61341,"And then he called his brethren to his aid,"
61342,"  And sent one on a summons to the pair,"
61343,"That they must instantly be well arrayed,"
61344,"  And above all be combed even to a hair,"
61345,"And brought before the Empress, who had made"
61346,  Inquiries after them with kindest care:
61347,"At which Dudù looked strange, and Juan silly;"
61348,"But go they must at once, and will I--nill I."
61349,And here I leave them at their preparation
61350,"  For the imperial presence, wherein whether"
61351,"Gulbeyaz showed them both commiseration,"
61352,"  Or got rid of the parties altogether,"
61353,"Like other angry ladies of her nation,--"
61354,  Are things the turning of a hair or feather
61355,May settle; but far be 't from me to anticipate
61356,In what way feminine caprice may dissipate.
61357,"I leave them for the present with good wishes,"
61358,"  Though doubts of their well doing, to arrange"
61359,Another part of History; for the dishes
61360,  Of this our banquet we must sometimes change;
61361,"And trusting Juan may escape the fishes,"
61362,"  (Although his situation now seems strange,"
61363,"And scarce secure),--as such digressions _are_ fair,"
61364,The Muse will take a little touch at warfare.
61365,CANTO THE SEVENTH.
61366,O LOVE! O Glory! what are ye who fly
61367,"  Around us ever, rarely to alight?"
61368,There's not a meteor in the polar sky
61369,  Of such transcendent and more fleeting flight.
61370,"Chill, and chained to cold earth, we lift on high"
61371,  Our eyes in search of either lovely light;
61372,A thousand and a thousand colours they
61373,"Assume, then leave us on our freezing way."
61374,"And such as they are, such my present tale is,"
61375,"  A nondescript and ever-varying rhyme,"
61376,"A versified Aurora Borealis,"
61377,  Which flashes o'er a waste and icy clime.
61378,"When we know what all are, we must bewail us,"
61379,  But ne'ertheless I hope it is no crime
61380,To laugh at _all_ things--for I wish to know
61381,"_What_, after _all_, are _all_ things--but a _show_?"
61382,They accuse me--_Me_--the present writer of
61383,  The present poem--of--I know not what--A
61384,tendency to under-rate and scoff
61385,"  At human power and virtue, and all that;"
61386,And this they say in language rather rough.
61387,  Good God! I wonder what they would be at!
61388,I say no more than hath been said in Danté's
61389,"Verse, and by Solomon and by Cervantes;"
61390,"By Swift, by Machiavel, by Rochefoucault,"
61391,"  By Fénélon, by Luther, and by Plato;"
61392,"By Tillotson, and Wesley, and Rousseau,"
61393,  Who knew this life was not worth a potato.
61394,"'T is not their fault, nor mine, if this be so,--"
61395,"  For my part, I pretend not to be Cato,"
61396,"Nor even Diogenes.--We live and die,"
61397,"But which is best, _you_ know no more than I."
61398,"Socrates said, our only knowledge was"
61399,"  ""To know that nothing could be known;"" a pleasant"
61400,"Science enough, which levels to an ass"
61401,"  Each man of wisdom, future, past, or present."
61402,"Newton (that proverb of the mind), alas!"
61403,"  Declared, with all his grand discoveries recent,"
61404,"That he himself felt only ""like a youth"
61405,"Picking up shells by the great ocean--Truth."""
61406,"Ecclesiastes said, ""that all is vanity""--"
61407,"  Most modern preachers say the same, or show it"
61408,By their examples of true Christianity:
61409,"  In short, all know, or very soon may know it;"
61410,"And in this scene of all-confessed inanity,"
61411,"  By Saint, by Sage, by Preacher, and by Poet,"
61412,"Must I restrain me, through the fear of strife,"
61413,From holding up the nothingness of Life?
61414,"Dogs, or men!--for I flatter you in saying"
61415,  That ye are dogs--your betters far--ye may
61416,"Read, or read not, what I am now essaying"
61417,  To show ye what ye are in every way.
61418,As little as the moon stops for the baying
61419,"  Of wolves, will the bright Muse withdraw one ray"
61420,From out her skies--then howl your idle wrath!
61421,While she still silvers o'er your gloomy path.
61422,"""Fierce loves and faithless wars""--I am not sure"
61423,  If this be the right reading--'t is no matter;
61424,"The fact's about the same, I am secure;"
61425,"  I sing them both, and am about to batter"
61426,"A town which did a famous siege endure,"
61427,  And was beleaguered both by land and water
61428,"By Souvaroff, or Anglicè Suwarrow,"
61429,Who loved blood as an alderman loves marrow.
61430,"The fortress is called Ismail, and is placed"
61431,"  Upon the Danube's left branch and left bank,"
61432,"With buildings in the Oriental taste,"
61433,"  But still a fortress of the foremost rank,"
61434,"Or was at least, unless 't is since defaced,"
61435,  Which with your conquerors is a common prank:
61436,"It stands some eighty versts from the high sea,"
61437,And measures round of toises thousands three.
61438,Within the extent of this fortification
61439,  A borough is comprised along the height
61440,"Upon the left, which from its loftier station"
61441,"  Commands the city, and upon its site"
61442,A Greek had raised around this elevation
61443,"  A quantity of palisades _upright_,"
61444,So placed as to _impede_ the fire of those
61445,"Who held the place, and to _assist_ the foe's."
61446,This circumstance may serve to give a notion
61447,  Of the high talents of this new Vauban:
61448,"But the town ditch below was deep as Ocean,"
61449,  The rampart higher than you'd wish to hang:
61450,But then there was a great want of precaution
61451,"  (Prithee, excuse this engineering slang),"
61452,"Nor work advanced, nor covered way was there,"
61453,"To hint, at least, ""Here is no thoroughfare."""
61454,"But a stone bastion, with a narrow gorge,"
61455,  And walls as thick as most skulls born as yet;
61456,"Two batteries, cap-à-pie, as our St. George,"
61457,"  Casemated one, and t' other ""a barbette,"""
61458,Of Danube's bank took formidable charge;
61459,  While two-and-twenty cannon duly set
61460,"Rose over the town's right side, in bristling tier,"
61461,"Forty feet high, upon a cavalier."
61462,"But from the river the town's open quite,"
61463,  Because the Turks could never be persuaded
61464,A Russian vessel e'er would heave in sight;
61465,"  And such their creed was till they were invaded,"
61466,When it grew rather late to set things right:
61467,"  But as the Danube could not well be waded,"
61468,"They looked upon the Muscovite flotilla,"
61469,"And only shouted, ""Allah!"" and ""Bis Millah!"""
61470,The Russians now were ready to attack;
61471,"  But oh, ye goddesses of War and Glory!"
61472,How shall I spell the name of each Cossacque
61473,"  Who were immortal, could one tell their story?"
61474,Alas! what to their memory can lack?
61475,  Achilles' self was not more grim and gory
61476,"Than thousands of this new and polished nation,"
61477,Whose names want nothing but--pronunciation.
61478,"Still I'll record a few, if but to increase"
61479,"  Our euphony: there was Strongenoff, and Strokonoff,"
61480,"Meknop, Serge Lwow, Arséniew of modern Greece,"
61481,"  And Tschitsshakoff, and Roguenoff, and Chokenoff,"
61482,And others of twelve consonants apiece;
61483,"  And more might be found out, if I could poke enough"
61484,"Into gazettes; but Fame (capricious strumpet),"
61485,"It seems, has got an ear as well as trumpet,"
61486,"And cannot tune those discords of narration,"
61487,"  Which may be names at Moscow, into rhyme;"
61488,"Yet there were several worth commemoration,"
61489,  As e'er was virgin of a nuptial chime;
61490,"Soft words, too, fitted for the peroration"
61491,"  Of Londonderry drawling against time,"
61492,"Ending in ""ischskin,"" ""ousckin,"" ""iffskchy,"" ""ouski,"""
61493,"Of whom we can insert but Rousamouski,"
61494,"Scherematoff and Chrematoff, Koklophti,"
61495,"  Koclobski, Kourakin, and Mouskin Pouskin,"
61496,"All proper men of weapons, as e'er scoffed high"
61497,"  Against a foe, or ran a sabre through skin:"
61498,"Little cared they for Mahomet or Mufti,"
61499,  Unless to make their kettle-drums a new skin
61500,"Out of their hides, if parchment had grown dear,"
61501,And no more handy substitute been near.
61502,"Then there were foreigners of much renown,"
61503,"  Of various nations, and all volunteers;"
61504,"Not fighting for their country or its crown,"
61505,  But wishing to be one day brigadiers;
61506,Also to have the sacking of a town;--
61507,  A pleasant thing to young men at their years.
61508,"'Mongst them were several Englishmen of pith,"
61509,"Sixteen called Thomson, and nineteen named Smith."
61510,Jack Thomson and Bill Thomson;--all the rest
61511,"  Had been called _""Jemmy,""_ after the great bard;"
61512,"I don't know whether they had arms or crest,"
61513,  But such a godfather's as good a card.
61514,Three of the Smiths were Peters; but the best
61515,"  Amongst them all, hard blows to inflict or ward,"
61516,"Was _he_, since so renowned ""in country quarters"
61517,"At Halifax;"" but now he served the Tartars."
61518,"The rest were Jacks and Gills and Wills and Bills,"
61519,  But when I've added that the elder Jack Smith
61520,"Was born in Cumberland among the hills,"
61521,"  And that his father was an honest blacksmith,"
61522,I've said all _I_ know of a name that fills
61523,"  Three lines of the despatch in taking ""Schmacksmith,"""
61524,"A village of Moldavia's waste, wherein"
61525,"He fell, immortal in a bulletin."
61526,I wonder (although Mars no doubt's a god I
61527,  Praise) if a man's name in a _bulletin_
61528,May make up for a _bullet in_ his body?
61529,"  I hope this little question is no sin,"
61530,"Because, though I am but a simple noddy,"
61531,  I think one Shakespeare puts the same thought in
61532,"The mouth of some one in his plays so doting,"
61533,Which many people pass for wits by quoting.
61534,"Then there were Frenchmen, gallant, young, and gay;"
61535,  But I'm too great a patriot to record
61536,Their Gallic names upon a glorious day;
61537,  I'd rather tell ten lies than say a word
61538,Of truth;--such truths are treason; they betray
61539,"  Their country; and as traitors are abhorred,"
61540,"Who name the French in English, save to show"
61541,How Peace should make John Bull the Frenchman's foe.
61542,"The Russians, having built two batteries on"
61543,"  An isle near Ismail, had two ends in view;"
61544,"The first was to bombard it, and knock down"
61545,"  The public buildings and the private too,"
61546,No matter what poor souls might be undone:
61547,"  The city's shape suggested this, 't is true,"
61548,Formed like an amphitheatre--each dwelling
61549,Presented a fine mark to throw a shell in.
61550,The second object was to profit by
61551,"  The moment of the general consternation,"
61552,"To attack the Turk's flotilla, which lay nigh"
61553,"  Extremely tranquil, anchored at its station:"
61554,But a third motive was as probably
61555,  To frighten them into capitulation;
61556,"A phantasy which sometimes seizes warriors,"
61557,Unless they are game as bull-dogs and fox-terriers.
61558,"A habit rather blameable, which is"
61559,"  That of despising those we combat with,"
61560,"Common in many cases, was in this"
61561,  The cause of killing Tchitchitzkoff and Smith--
61562,"One of the valorous ""Smiths"" whom we shall miss"
61563,"  Out of those nineteen who late rhymed to ""pith;"""
61564,"But 't is a name so spread o'er ""Sir"" and ""Madam,"""
61565,"That one would think the _first_ who bore it _""Adam.""_"
61566,"The Russian batteries were incomplete,"
61567,  Because they were constructed in a hurry;
61568,"Thus the same cause which makes a verse want feet,"
61569,"  And throws a cloud o'er Longman and John Murray,"
61570,When the sale of new books is not so fleet
61571,"  As they who print them think is necessary,"
61572,May likewise put off for a time what story
61573,"Sometimes calls ""Murder,"" and at others ""Glory."""
61574,"Whether it was their engineer's stupidity,"
61575,"  Their haste or waste, I neither know nor care,"
61576,"Or some contractor's personal cupidity,"
61577,  Saving his soul by cheating in the ware
61578,"Of homicide, but there was no solidity"
61579,  In the new batteries erected there;
61580,"They either missed, or they were never missed,"
61581,And added greatly to the missing list.
61582,A sad miscalculation about distance
61583,  Made all their naval matters incorrect;
61584,Three fireships lost their amiable existence
61585,  Before they reached a spot to take effect;
61586,"The match was lit too soon, and no assistance"
61587,  Could remedy this lubberly defect;
61588,"They blew up in the middle of the river,"
61589,"While, though 't was dawn, the Turks slept fast as ever."
61590,"At seven they rose, however, and surveyed"
61591,  The Russ flotilla getting under way;
61592,"'T was nine, when still advancing undismayed,"
61593,  Within a cable's length their vessels lay
61594,"Off Ismail, and commenced a cannonade,"
61595,"  Which was returned with interest, I may say,"
61596,"And by a fire of musketry and grape,"
61597,And shells and shot of every size and shape.
61598,For six hours bore they without intermission
61599,"  The Turkish fire, and, aided by their own"
61600,"Land batteries, worked their guns with great precision;"
61601,  At length they found mere cannonade alone
61602,"By no means would produce the town's submission,"
61603,  And made a signal to retreat at one.
61604,"One bark blew up, a second near the works"
61605,"Running aground, was taken by the Turks."
61606,"The Moslem, too, had lost both ships and men;"
61607,"  But when they saw the enemy retire,"
61608,"Their Delhis manned some boats, and sailed again,"
61609,"  And galled the Russians with a heavy fire,"
61610,And tried to make a landing on the main;
61611,  But here the effect fell short of their desire:
61612,Count Damas drove them back into the water
61613,"Pell-mell, and with a whole gazette of slaughter."
61614,"""If"" (says the historian here) ""I could report"
61615,"  All that the Russians did upon this day,"
61616,"I think that several volumes would fall short,"
61617,"  And I should still have many things to say;"""
61618,And so he says no more--but pays his court
61619,  To some distinguished strangers in that fray;
61620,"The Prince de Ligne, and Langeron, and Damas,"
61621,Names great as any that the roll of Fame has.
61622,"This being the case, may show us what Fame _is_:"
61623,"  For out of these three ""_preux Chevaliers_,"" how"
61624,Many of common readers give a guess
61625,  That such existed? (and they may live now
61626,For aught we know.) Renown's all hit or miss;
61627,"  There's fortune even in Fame, we must allow."
61628,"'T is true, the Memoirs of the Prince de Ligne"
61629,Have half withdrawn from _him_ Oblivion's screen.
61630,But here are men who fought in gallant actions
61631,"  As gallantly as ever heroes fought,"
61632,But buried in the heap of such transactions
61633,"  Their names are rarely found, nor often sought."
61634,"Thus even good fame may suffer sad contractions,"
61635,  And is extinguished sooner than she ought:
61636,"Of all our modern battles, I will bet"
61637,You can't repeat nine names from each Gazette.
61638,"In short, this last attack, though rich in glory,"
61639,"  Showed that _somewhere, somehow_, there was a fault,"
61640,And Admiral Ribas (known in Russian story)
61641,  Most strongly recommended an assault;
61642,"In which he was opposed by young and hoary,"
61643,"  Which made a long debate; but I must halt,"
61644,"For if I wrote down every warrior's speech,"
61645,I doubt few readers e'er would mount the breach.
61646,"There was a man, if that he was a man,"
61647,"  Not that his manhood could be called in question,"
61648,"For had he not been Hercules, his span"
61649,  Had been as short in youth as indigestion
61650,"Made his last illness, when, all worn and wan,"
61651,"  He died beneath a tree, as much unblest on"
61652,"The soil of the green province he had wasted,"
61653,As e'er was locust on the land it blasted.
61654,This was Potemkin--a great thing in days
61655,  When homicide and harlotry made great;
61656,"If stars and titles could entail long praise,"
61657,  His glory might half equal his estate.
61658,"This fellow, being six foot high, could raise"
61659,  A kind of phantasy proportionate
61660,"In the then Sovereign of the Russian people,"
61661,Who measured men as you would do a steeple.
61662,"While things were in abeyance, Ribas sent"
61663,"  A courier to the Prince, and he succeeded"
61664,In ordering matters after his own bent;
61665,"  I cannot tell the way in which he pleaded,"
61666,But shortly he had cause to be content.
61667,"  In the mean time, the batteries proceeded,"
61668,And fourscore cannon on the Danube's border
61669,Were briskly fired and answered in due order.
61670,"But on the thirteenth, when already part"
61671,"  Of the troops were embarked, the siege to raise,"
61672,A courier on the spur inspired new heart
61673,"  Into all panters for newspaper praise,"
61674,"As well as dilettanti in War's art,"
61675,  By his despatches (couched in pithy phrase)
61676,Announcing the appointment of that lover of
61677,"Battles to the command, Field-Marshal Souvaroff."
61678,The letter of the Prince to the same Marshal
61679,"  Was worthy of a Spartan, had the cause"
